축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
강감찬축제,낙성대공원 일대,2020-10-16,2020-10-18,"강감찬 장군 출병식 및 전승행렬 거리 퍼레이드, 고려마을 테마 체험부스, 강감찬 장군 추모제향 등 다채로운 행사 진행",관악구,관악구,,02-879-5603,http://www.gwanak.go.kr/html/gang/sub/sub.html,,"서울특별시 관악구 관악로 145, 교육사업과(관악구청)",서울특별시 관악구 봉천동 1570-1,37.47820977,126.9515032,2020-01-22
구로G페스티벌,서울특별시 구로구 안양천 둔치,2020-09-25,2020-09-27,구민이 주체가 되어 자발적으로 참여하는 구로구민을 위한 축제,구로구,서울특별시 구로구청,"구로문화재단, 구로문화원",02-860-2060,www.guro.go.kr,,서울특별시 구로구 구로동 621-9,서울특별시 구로구 구로동 621-9,37.501473,126.872383,2020-01-31
금천하모니벚꽃축제 2019,금천구청 광장 및 안양천변,2019-04-05,2019-04-06,"개막공연(금나래의전설), 꽃길만 걷자(아트브리지, 빛아트 등), 금천하모니오케스트라, 우리동네 슈퍼스타, 하모니벚꽃장 등",금천하모니벚꽃축제거버넌스,서울특별시 금천구청+금천문화재단,서울특별시,02-2627-1445,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,,서울특별시 금천구 시흥대로73길 70,,37.45706511,126.8960352,2019-12-16
정조대왕 능행차 공동재현,시흥IC~시흥행궁,2019-10-05,2019-10-05,"의궤복원 프로그램(행렬, 격쟁 등), 주요행사(전통공연, 체험프로그램),주민환영행사프로그램(구민퍼레이드, 향토문화축제 등)",금천구,"서울특별시, 수원시, 화성시",서울특별시,02-2627-1452,http://www.kingjeongjo-parade.kr/,,서울특별시 금천구 은행나무로 45,,37.4510151,126.9075078,2019-12-16
서울약령시 한방문화축제,서울약령시 약령문 거리,2020-05-15,2020-05-16,"보제원제향, 한방사랑시민걷기대회 및 각종 한방체험",(사)서울약령시협회,(사)서울약령시협회,서울특별시 동대문구청,02-969-4793,www.seoulya.com,"서울약령시한의약박물관, 선농단, 경동시장, 청량리청과물시장 등",서울특별시 동대문구 약령중앙로8길 10,서울특별시 동대문구 제기동 965-1,37.58152253,127.0377329,2020-01-23
선농대제,선농단,2020-04-18,2020-04-18,"제례봉행, 설렁탕나눔행사",동대문문화재단,동대문문화재단,서울특별시 동대문구청,02-3295-5561,,"서울선농단, 설렁탕재현행사",서울특별시 동대문구 왕산로19길 52,,37.58056194,127.0321113,2020-01-23
세계거리춤축제,장한로,2020-09-19,2019-09-20,"세계거리춤공연, 주민참여무대, 각종춤경연",(사)세계거리춤축제위원회,(사)세계거리춤축제위원회,서울특별시 동대문구청,02-3295-5560,,"장한평역, 장한로, 세계거리춤",서울특별시 동대문구 천호대로405,서울특별시 동대문구 장안동472-3,37.56201359,127.0641794,2020-01-23
청룡문화제,용두근린공원,2020-10-24,2020-10-25,"제례봉행, 어가행렬",서울특별시 동대문문화원,청룡문화제보존위원회,서울특별시 동대문구청,02-2127-4158,,"용두공원,청룡",서울특별시 동대문구 청계천로 563,서울특별시 동대문구 용두동 34-12,37.57325834,127.0385968,2020-01-23
제15회 영등포 여의도 봄꽃축제,여의서로 일대(국회의사당 뒤편),2019-04-05,2019-04-11,"공연, 문화, 전시, 체험",영등포문화재단,영등포구,"서울특별시, 우리은행, 산업은행",02-2670-3128,www.ydp.go.kr www.ydpcf.or.kr,,서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1,37.5329136,126.9164036,2019-12-20
2019 영양고추 H.O.T Festival,서울광장,2019-08-27,2019-08-29,"판매, 체험, 공연, 부대행사",영양군,영양군,"농림축산식품부, 농촌진흥청, 국립농산물품질관리원, 경상북도, KBS, 한국농수산식품유통공사,한국농어촌공사,한국식품연구원,(사)대한민국김치협회,영양고추유통공사,NH농협은행 영양군지부, 영양농협,남영양농협",054-680-6571,영양군청홈페이지 주소,"고추판매 축제,일정 등",서울특별시 중구 세종대로 110,서울특별시 중구 태평로1가 31,37.56631769,126.9778284,2019-12-31
울산대공원 장미축제,울산대공원,2019-05-22,2019-05-26,장미축제,"울산광역시청, (주)SK에너지","울산광역시청, (주)SK에너지",,052-229-3342,http://ulsanrosefestival.com/,"개막식, 공연행사, 체험전시, 행사 레이져 쇼, 뮤직박스 운영 등",울산광역시 남구 대공원로 94,울산광역시 남구 옥동 146-1,35.530972,129.2939697,2020-01-29
태화강 연등축제,울산 태화강 둔치,2019-05-11,2019-05-13,연등축제,태화강 연등축제조직 위원,울산광역시 불교종단연합회,,052-266-3318,http://www.ubcf.net,"봉축점등식과 이웃종교합창제, 행복바라미행사, 불꽃놀이를 시작으로둘째날 봉축법요식과 부처님이운행렬, 시민축하공연",울산광역시 남구 무거동 1,울산광역시 남구 무거동 1,35.5506625,129.3257957,2020-01-29
처용문화제,달동 문화공원,2019-10-18,2019-10-20,처용축제,울산광역시청,울산광역시청,,052-259-7916,,처용맞이,울산광역시 남구 번영로 200,울산광역시 남구 달동 413-13,35.54289852,129.327076,2020-01-29
선암호수 불꽃축제,선암호수공원,2019-11-09,2019-11-09,불꽃축제,경상일보,울산광역시 남구청,,052-226-5415,,불꽃축제 및 1인 미디어 콘텐츠 공모전,울산광역시 남구 선암동 490-2,울산광역시 남구 선암동 490-2,35.516881,129.325438,2020-01-29
울산고래축제,울산광역시 남구 장생포 일원,2019-06-07,2019-06-09,고래축제,고래문화재단,울산광역시 남구청,,052-226-1991,http://www.ulsanwhale.com,"선사고래잡이재현, 체험행사, 고래바다여행선체험 등",울산광역시 남구 장생포고래로 288번길 20,울산광역시 남구 매암동 139-26,35.50439928,129.387293,2020-01-29
울산쇠부리축제,북구청광장,2019-05-10,2019-05-12,"체험,전시,학술 등",울산쇠부리축제 추진위원회,울산광역시 북구청,,052-241-8758,www.soeburi.org,,울산광역시 북구 산업로 1010,울산광역시 북구 연암동 1004-1,,,2019-12-20
2020년 울산병영3.1만세운동 제21회 재현행사,울산 중구 병영 일원,2020-04-05,2020-04-06,"위령제, 삼일만세운동재현행사 및 부대행사, 축구대회(20.04.12.) 등",중구문화원,중구문화원,"울산광역시 중구,보훈지청",052-290-3664,,,울산광역시 중구 남외동 488-5,울산광역시 중구 남외동 488-5,,,2019-12-19
2020년 한글문화예술제,외솔기념관 및 중구 원도심 일원,2020-10-09,2020-10-11,"한글을 주제로 한 전시, 체험, 경연, 공연 등",UBC 울산방송,울산광역시,"울산광역시 중구, 외솔회",052-290-3654,,,울산광역시 중구 병영12길 15,,,,2019-12-19
제51회 서덕출 봄편지 노래비 글쓰기 및 그리기대회,서덕출공원 일원,2020-05-20,2020-05-20,"글쓰기(운문, 산문) 및 그리기",울산중구문화원,울산중구문화원,"울산광역시,울산광역시 중구",052-290-3665,,,울산광역시 중구 복산동 600,울산광역시 중구 복산동 600,,,2019-12-19
2020 문화의거리 현대미술제,울산 중구 문화의거리,2020-04-25,2020-05-03,갤러리 및 거리 미술작품 전시,문화의거리 현대미술제 울산운영위원회,경상일보,"울산광역시,울산광역시 중구",052-290-3666,,,울산광역시 중구 옥교동 277-1,울산광역시 중구 옥교동 277-1,,,2019-12-19
2020 태화강 국제 재즈페스티벌,태화강국가정원 야외공연장,2020-05-16,2020-05-17,"국·내외 재즈가수 공연, 부대행사 등",울산매일신문사,울산매일신문사,"울산광역시,울산광역시 중구",052-290-3663,,,울산광역시 중구 태화동 107,울산광역시 중구 태화동 107,,,2019-12-19
2020 울산 마두희 축제,울산 중구 성남동 일원,2020-06-26,2020-06-28,줄다리기 및 부대행사,울산마두희축제추진위원회,울산마두희축제추진위원회,울산광역시 중구청,052-244-2007,http://www.ulsanmaduhee.co.kr/2013/main/main.html,,울산광역시 중구 학성로,울산광역시 중구 성남동,,,2019-12-19
계양산국악제,계산체육공원,2020-04-25,2020-04-26,"유명국악인 축하공연, 길놀이, 국악경연대회",계양구,계양구,,032-450-5874,,,인천광역시 계양구 주부토로 570,,,,2020-01-15
소래포구축제,인천 남동구 논현동,2019-09-27,2019-09-29,관광축제,남동구,남동구,,032-453-2142,www.namdong.go.kr/soraefestival,아프리카돼지열방확산방지를 위해 축제취소,인천광역시 남동구 아암대로,인천광역시 남동구 논현동 775,,,2019-12-24
2020 부평풍물대축제,"부평대로, 부평아트센터, 신트리공원 등",2020-10-16,2020-10-18,"개폐막공연, 전통연희 판, 퍼레이드, 경연대회 등","부평구축제위원회, 부평구문화재단, 부평문화원",부평구,"문화체육관광부, 인천광역시 등",032-509-7516,www.bpf.or.kr,,인천광역시 부평구 부평대로 69,인천광역시 부평구 부평동 224-1,37.49765011,126.7220754,2019-12-13
제2회 인천 송도크루즈 불꽃축제,골든하버 인천항크루즈터미널,2020-05-23,2020-05-23,멀티미디어 융복합 불꽃공연 및 부대행사,"해양수산부, 연수구, 인천항만공사",연수문화재단,,032-749-7302,,,인천광역시 연수구 국제항만대로 438,인천광역시 연수구 송도동 300-3,37.425126,126.5916752,2020-01-06
제11회 연수 능허대 문화축제,문화공원,2020-10-09,2020-10-11,"능허대 소재 각종 공연, 전시 및 체험프로그램",연수구,연수문화재단,,032-749-7302,http://www.neungheodaefestival.or.kr/,,인천광역시 연수구 새말로 120,인천광역시 연수구 연수동 578,37.41807754,126.6824114,2020-01-06
옹진군 해넘이 및 제야의 밤,옹암해변,2019-12-31,2020-01-01,공연 및 불꽃놀이 개최,옹진군,옹진군,,,,,인천광역시 옹진군 북도면 장봉로 193,인천광역시 옹진군 북도면 장봉리 59-10,37.53014696,126.372272,2020-01-13
국사봉 해맞이행사,영흥면 일원,2019-12-31,2020-01-01,지역주민화합과 관광객유치를 위한 해맞이행사,영흥면내6리 개발위원회,옹진군,,032-899-3814,http://www.ongjin.go.kr/township/index.asp?dept_idx=15,,인천광역시 옹진군 영흥면 내리 165-1,인천광역시 옹진군 영흥면 내리 165-1,37.27012096,126.4931449,2020-01-13
크리스마스트리문화축제,신포동 일원,2019-11-01,2020-01-31,대형트리 및 경관조명,인천중구문화원,인천광역시 중구,,,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 북성동1가 98-57,인천광역시 중구 북성동1가 98-57,,,2019-06-03
인천상륙작전 월미축제,월미도 문화의 거리,2019-09-01,2019-09-30,월미콘서트+호국음악회+시가행진,인천중구문화원,인천광역시 중구,인천광역시+해군본부,,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 북성동1가 98-57,인천광역시 중구 북성동1가 98-57,,,2019-06-03
인천개항장문화재야행,인천광역시 중구 중구청 일원,2019-09-07,2019-09-08,문화재 활용사업,인천관광공사,인천광역시 중구+인천광역시,,,http://www.culturenight.co.kr/,,인천광역시 중구 신포로27번길 80,,37.47408104,126.6213401,2019-06-03
인천개항장문화재야행,인천광역시 중구 중구청 일원,2019-06-15,2019-06-16,문화재 활용사업,인천관광공사,인천광역시 중구+인천광역시,,,http://www.culturenight.co.kr/,,인천광역시 중구 신포로27번길 80,,37.47408104,126.6213401,2019-06-03
연안부두 축제,인천종합어시장 일원,2019-10-01,2019-10-31,축하공연+체험부스 운영,인천종합어시장사업협동조합,인천종합어시장사업협동조합,,,,,인천광역시 중구 연안부두로33번길 37,,37.45413694,126.607164,2019-06-03
구민의 날 문화불꽃축제,영종국제도시내,2019-09-28,2019-09-28,기념식+축하공연,인천중구문화원,인천광역시 중구,,,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 자유공원남로 25,,37.47457903,126.6226671,2019-06-03
제물포 문화선교축제,내리교회,2019-04-05,2019-04-05,열린음악회,인천중구문화원,인천광역시 중구,,,http://www.icjg.go.kr/tour/cttu0202a,,인천광역시 중구 자유공원남로 25,,37.47457903,126.6226671,2019-06-03
무의도 춤 춤축제,무의도하나개해수욕장,2019-09-01,2019-09-30,창작 춤 공연+요들송 공연,무의도아트센터,무의도아트센터,,,,,인천광역시 중구 하나개로 151-8,,,,2019-06-03
고서포도축제,고서면 증암천변 일원,2019-07-20,2019-07-21,특산품 홍보 및 판매,고서포도축제추진위원회,담양군,,061-380-3152,,,전라남도 담양군 고서면 가사문학로 325,전라남도 담양군 고서면 동운리 583-4,35.22370105,126.9729391,2019-12-27
가로수사랑음악회,가로수사랑군민연대,2019-11-03,2019-11-03,"지역출신가수공연, 특집라디오공개방송 등",담양가로수사랑군민연대,담양군,,061-380-3152,,,전라남도 담양군 담양읍 지침3길 7-5,전라남도 담양군 담양읍 지침리 132-28,35.3161579,126.9840291,2019-12-27
담양산타축제,담양 원도심 및 메타프로방스 일원,2019-12-13,2019-12-29,"크리스마스거리조성, 크리스마스마켓 운영 등",담양산타축제추진위원회,담양군,,061-380-3152,,,전라남도 담양군 담양읍 추성로 1371,전라남도 담양군 담양읍 객사리 99-1,35.32121077,126.9881755,2019-12-27
담양대나무축제,죽녹원 및 관방제림 일원,2019-05-01,2019-05-06,"대나무 관련 전시, 체험, 공연, 판매 등",(사)담양대나무축제위원회,담양군,"문화체육관광부, 전라남도, 한국관광공사",061-380-3152,www.bamboofestival.co.kr,,전라남도 담양군 담양읍 추성로 1371,전라남도 담양군 담양읍 객사리 99-1,35.32121077,126.9881755,2019-12-27
추월산벚꽃축제,용면 추월산광장 일원,2020-04-07,2020-04-08,"벚꽃노래자랑, 특산품판매 등",용면청년회,담양군,,061-380-3152,,,전라남도 담양군 용면 추월산로 369,전라남도 담양군 용면 추성리 478-1,35.36449265,126.9872053,2019-12-27
창평전통음식문화축제,창평슬로시티 일원,2020-10-26,2020-10-28,"슬로푸드전시, 체험, 판매 등",창평면주민자치위원회,담양군,,061-380-3152,,,전라남도 담양군 창평면 돌담길 56-24,전라남도 담양군 창평면 창평리 113-1,35.23525084,127.0178938,2019-12-27
목포 유달산 봄 축제,유달산 및 원도심 일원,2020-04-03,2020-04-05,"유달산 둘레길 및 근대역사거리 투어, 4.8만세운동 재현 퍼포먼스 , 음악 공연 및 시민 체험 프로그램",전라남도 목포시,목포시축제추진위원회,,061-270-8442,http://www.mokpo.go.kr/tour/festival/yudalsan_spring/info,,전라남도 목포시 죽교동 산27-3,전라남도 목포시 죽교동 산27-3,,,2020-01-28
제23회 무안연꽃축제,회산백련지 일원,2019-07-25,2019-07-28,"아이스존, 연자방 소방등 달기, 연꽃 팥빙수 나눔잔치, 연잎들고 연꽃길 걷기, 연 공예체험 등",무안군,무안군축제추진위원회,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86008849,126.5298962,2020-01-20
2019 무안황토갯벌축제,무안황토갯벌랜드 일원,2019-06-14,2019-06-16,"풍요깃발퍼레이드, 농게·낙지·운저리잡기 체험 등",무안군,무안군축제추진위원회,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 해제면 용산길 140,전라남도 무안군 해제면 유월리 1-1,35.10332391,126.3319409,2020-01-20
2019 순천 푸드앤아트 페스티벌,순천시 중앙로 일원,2019-09-27,2019-09-29,"순천대표음식 홍보 및 개발음식 판매, 거리극 공연, 전시체험, 주무대 공연 등",순천시 관광과,순천시,"전라남도, 문화체육관광부,한국지역진흥재단",061-749-5795,http://sc-fafestival.com,,전라남도 순천시 중앙로 232,,,,2019-12-19
화순고인돌문화축제,고인돌유적지 일원 (도곡면 효산리),2020-04-20,2020-04-21,"고인돌이야기 재현, 고인돌마을 솟대 세우기, 고인돌 사진 전시, 유물 만들기, 비석치기, 농특산물 홍보관 등",화순고인돌축제추진위원회,화순고인돌축제추진위원회,,061-379-5070,,"행사소개,행사개요 및 내용 등",전라남도 화순군 도곡면 효산리 64,전라남도 화순군 도곡면 효산리 64,34.98557648,126.918716,2020-01-08
화순운주문화축제,도암면 운주사 일원,2020-05-11,2020-05-12,"의식, 전시, 경연, 공연, 체험, 농특산물 및 음식판매",화순운주문화축제추진위원회,화순운주문화축제추진위원회,,061-379-5082,,"행사소개,행사개요 및 내용 등",전라남도 화순군 도암면 천태로 91-20,전라남도 화순군 도암면 용강리 110,34.91804462,126.8776526,2020-01-08
백아산 철쭉제,백아면 백아산 일원,2020-05-03,2020-05-04,"위령제, 노래자랑, 백일장 등",백아면 청년회,백아면 청년회,,061-379-5107,,"행사소개,행사개요 및 내용 등",전라남도 화순군 북면 학천길 20,전라남도 화순군 북면 이천리 52,35.16777494,127.1339984,2020-01-08
화순적벽 문화축제,"이서 커뮤니티센터, 화순 적벽 망향정 일원",2020-10-12,2020-10-13,"기념식, 체험, 사진 전시, 지역농산물 판매 등",이서면 번영회,화순적벽 문화축제 추진위원회,,061-379-5090,,"행사소개,행사개요 및 내용 등",전라남도 화순군 이서면 백아로 3114,전라남도 화순군 이서면 야사리 197,35.11101204,127.0791227,2020-01-08
화학산 철쭉제,청풍면 화학산 일원,2020-04-27,2020-04-27,"산신제, 식전 공연, 기념식, 축하 공연, 체험 및 부대행사",청풍면 청년회,청풍면 청년회,,061-379-5040,,"행사소개,행사개요 및 내용 등",전라남도 화순군 청풍면 청용리 233-1,전라남도 화순군 청풍면 청용리 233-1,34.8700947,126.9407387,2020-01-08
화순 동구리 호수공원 봄축제,동구리 호수공원,2020-04-20,2020-04-21,"개막식, 축하공연, 노래자랑, 체험행사 등",화순읍 청년연합회,화순읍 청년연합회,,061-379-5011,,"행사소개,행사개요 및 내용 등",전라남도 화순군 화순읍 동구리 44-1,전라남도 화순군 화순읍 동구리 44-1,35.0737332,126.9880517,2020-01-08
화순 국화향연,화순읍 남산공원,2020-10-25,2020-11-10,"공식, 전시, 공연, 체험, 농특산물 판매, 국화 전시행사",화순군,화순군,,061-379-3575,http://hwasun.go.kr/festival/,"행사소개,행사장 정보,화순투어,커뮤니티",전라남도 화순군 화순읍 진각로 85,전라남도 화순군 화순읍 광덕리 88,35.05831397,126.9851617,2020-01-08
군산시간여행축제,시간여행마을 및 근대역박물관 일원,2019-10-04,2019-10-06,근대문화축제,군산시간여행축제추진위원회,군산시,전라북도,063-454-3302,http://festival.gunsan.go.kr/,"주변관광지 : 군산근대역사박물관, 초원사진관, 동국사 등",전라북도 군산시 해망로 240,전라북도 군산시 장미동 1-67,35.99081984,126.7119533,2019-12-09
순창장류축제,순창전통고추장민속마을 일원,2020-10-16,2020-10-18,"문화공연, 장류체험, 전시,판매, 주민참여 프로그램 등",순창군,순창장류축제추진위원회,"문화체육관광부, 전라북도, 한국관광공사",063-652-9301,http://www.jangfestival.co.kr,"강천산군립공원, 전통고추장민속마을",전라북도 순창군 순창읍 민속마을길 6-3,전라북도 순창군 순창읍 백산리 265-4,35.36860021,127.1099773,2020-01-23
필봉마을굿축제,필봉문화촌,2019-08-15,2019-08-18,"국가무형문화재 초청공연, 전국농악경연대회, 국제교류 문화공연 등",임실필봉농악보존회,임실필봉농악보존회,"문화체육관광부, 임실군",063-640-2901,www.pilbong.co.kr,N,전라북도 임실군 강진면 강운로 272,전라북도 임실군 강진면 필봉리 88-1,35.53639442,127.1544452,2019-12-11
사선문화제,관촌사선대,2019-09-20,2019-09-22,"사선녀선발전국대회, 호남좌도농악전국대회, 축하방송 등",사선문화제전위원회,사선문화제전위원회,임실군,063-643-3988,,N,전라북도 임실군 관촌면 사선2길 68-7,전라북도 임실군 관촌면 관촌리 222,35.6723571,127.2746245,2019-12-11
섬진강다슬기축제,섬진강생활체육공원,2019-07-20,2019-07-21,"맨손 물고기잡기 대회, 다슬기 까기 대회, 다슬기 잡기 대회, 민속경기 등",섬진강다슬기축제위원회,섬진강다슬기축제위원회,"전라북도, 임실군",063-640-2313,,N,전라북도 임실군 덕치면 강운로 11,전라북도 임실군 덕치면 회문리 907-1,35.52099481,127.1471835,2019-12-11
산타축제,임실치즈테마파크,2019-12-21,2019-12-25,"산타플래시몹 퍼레이드, 19명의 산타를 찾아라, 산타경연대회 등",(재)임실치즈테마파크,(재)임실치즈테마파크,임실군,063-643-2300,www.cheesepark.kr,N,전라북도 임실군 성수면 도인2길 50,전라북도 임실군 성수면 도인리 689,35.63310329,127.3012599,2019-12-11
임실N치즈축제,"임실치즈테마파크, 임실치즈마을",2019-10-03,2019-10-06,"국가대표 왕치즈피자 만들기, 우유드림 행복드림 퍼레이드, 임실N치즈페어, 치즈경매 등",임실N치즈축제 제전위원회,임실군,"문화체육관광부, 농림축산식품부, 전라북도 등",063-643-3900,www.imsilfestival.com,N,전라북도 임실군 성수면 도인2길 50,전라북도 임실군 성수면 도인리 689,35.63310329,127.3012599,2019-12-11
의견문화제,오수의견공원,2019-05-04,2019-05-06,"반려동물과 함께하는 열린음악회, 개판콘서트, 반려견 콘테스트, 키즈 페스티벌 등",의견문화제전위원회,의견문화제전위원회,"전라북도, 임실군",063-642-5292,www.osudog.com,N,전라북도 임실군 오수면 충효로 2096-16,전라북도 임실군 오수면 오수리 33,35.54520247,127.3326779,2019-12-11
옥정호 꽃걸음 빛바람 축제,운암면 요산공원,2019-04-27,2019-04-28,"노래자랑, 문화예술공연, 각설이 품바공연, 초청가수 공연, 청소년 가요댄스 경연대회 등",운암면 지역발전협의회,운암면 지역발전협의회,"전라북도, 임실군",063-640-4083,www.옥정호꽃빛.com,N,전라북도 임실군 운암면 입석1길 59,전라북도 임실군 운암면 입석리 427,35.63203851,127.1526815,2019-12-11
2019계룡세계軍문화축제,계룡대활주로,2019-10-02,2019-10-06,"軍문화 관련 공연, 전시, 체험, 이벤트 등",(재)계룡軍문화발전재단,계룡시,"국방부, 육군본부 등",042-840-2631,www.m-festival.org,,충청남도 계룡시 신도안면 계룡대로 663,,,,2019-09-26
공주 석장리 세계구석기축제,석장리박물관,2019-05-03,2019-05-06,"네안데르탈인 특별전시전, 별빛토크쇼, 구석기문화 체험 등",공주석장리구석기축제조직위원회,공주시,,041-840-8112,,,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,,,2019-09-26
계룡산벚꽃축제,계룡산 동학사 일원,2019-04-05,2019-04-16,"야간경관 설치, 계룡산벚꽃가요제, 분청사기 만들기, 먹거리 운영 등",계룡산축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 반포면 동학사1로 167-31,충청남도 공주시 반포면 학봉리 631-9,,,2019-09-26
백제문화제,금강신관공원 및 공산성 일원,2019-09-28,2019-10-06,"K-POP 한류페스티벌, 웅진성퍼레이드, 체험마당, 먹거리마당, 농특산물판매 등",공주시백제문화선양위원회,백제문화제추진위원회,,041-840-8069,,,충청남도 공주시 신관동 553,충청남도 공주시 신관동 553,,,2019-09-26
비단고을산꽃축제,군북면 산꽃벚꽃마을 오토캠핑장,2019-04-13,2019-04-14,"ㅇ강변슬라이딩, 금강족욕, 민물고기잡기 등 강변문화체험ㅇ경운기투어, 여치집만들기 등 외갓집체험ㅇ농바우끄시기, 물페기농요 등 민속공연",금산축제관광재단,금산축제관광재단,금산군,041-750-4144,http://tour.geumsan.go.kr/,,충청남도 금산군 군북면 자진뱅이길 95,충청남도 금산군 군북면 산안리 294,36.19093401,127.5710874,2020-01-02
비단고을산꽃축제,군북면 산꽃벚꽃마을 오토캠핑장,2019-04-13,2019-04-14,"산꽃 술래길 건강걷기, 숲속 작은 음악회, 산꽃음악회 등 공연프로그램 등",보곡산골마을회,금산문화원,금산군,041-750-2411,http://tour.geumsan.go.kr/,,충청남도 금산군 군북면 자진뱅이길 95,충청남도 금산군 군북면 산안리 294,36.19093401,127.5710874,2019-09-26
금산천봄꽃축제,금산읍 금산천 일원,2019-04-06,2019-04-06,"ㅇ봄꽃노래자랑, 소원꽃잎적기, 주민자치센터공연, 봄꽃카페 등",금산천봄꽃축제추진위원회,금산천봄꽃축제추진위원회,금산군,041-750-8103,https://www.geumsan.go.kr/town_01/,,충청남도 금산군 금산읍 금산천길 28,충청남도 금산군 금산읍 상옥리 467-160,36.1020211,127.4843123,2020-01-02
금산천봄꽃축제,금산읍 금산천 일원,2019-04-06,2019-04-06,"봄꽃노래자랑, 소원꽃잎적기, 주민자치센터공연, 봄꽃카페 등",금산천봄꽃축제추진위원회,금산천봄꽃축제추진위원회,금산군,041-750-8103,https://www.geumsan.go.kr/town_01/,,충청남도 금산군 금산읍 금산천길 28,충청남도 금산군 금산읍 상옥리 467-160,36.1020211,127.4843123,2019-09-26
금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2020-10-09,2020-10-18,"ㅇ인삼캐기체험, 건강체험관, 어린이힐링놀이터,인삼아트거리 등 체험ㅇ건강댄스경연,힐링콘서트, 전국창작동요경연대회 등 경연,공연ㅇ국제인삼교역전, 인삼왕수상작 전시 등 전시교역",금산축제관광재단,금산군,"산업통상자원부, 한국관광공사",041-750-4144,http://www.insamfestival.co.kr/,,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,2020-01-02
금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2019-09-27,2019-10-06,"인삼캐기체험, 건강체험관, 어린이힐링놀이터,인삼아트거리 등 체험",금산축제관광재단,금산군,"산업통상자원부, 한국관광공사",041-750-2411,http://www.insamfestival.co.kr/,,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304,2019-09-26
남일면홍도화축제,남일면 홍도마을 일원,2019-04-20,2019-04-21,"ㅇ홍도화가요제, 홍도화 길 꽃마차, 송어잡기체험, 나무곤충만들기 등",남일면홍도화축제추진위원회,남일면홍도화축제추진위원회,금산군,041-750-8506,http://www.geumsan.go.kr/town_06/,,충청남도 금산군 남일면 대홍로 632-8,충청남도 금산군 남일면 신정리 183,36.0171101,127.5180376,2020-01-02
금강여울축제,부리면 금강놀이마당,2019-07-12,2019-07-13,"ㅇ산꽃 술래길 건강걷기ㅇ숲속 작은 음악회, 산꽃음악회 등 공연프로그램 ㅇ산골 화덕음식체험, 산꽃손수건만들기 등 참여프로그램",금산축제관광재단,금산축제관광재단,금산군,041-750-4144,http://tour.geumsan.go.kr/,,충청남도 금산군 부리면 적벽강로 189,충청남도 금산군 부리면 평촌리 10-5,36.0751568,127.5683215,2020-01-02
금강여울축제,부리면 금강놀이마당,2019-07-12,2019-07-13,"강변슬라이딩, 금강족욕, 민물고기잡기, 경운기투어, 여치집만들기, 농바우끄시기, 물페기농요 등 민속공연","물페기농요보존회, 농바우끄시기보존회",금산문화원,금산군,041-750-2411,http://tour.geumsan.go.kr/,,충청남도 금산군 부리면 적벽강로 189,충청남도 금산군 부리면 평촌리 10-5,36.0751568,127.5683215,2019-09-26
강경젓갈축제,강경둔치 일원,2019-10-16,2019-10-20,강경젓갈 우수성 홍보,강경젓갈축제추진위원회,충청남도 논산시,문화체육관광부,041-746-5663,http://www.nonsan.go.kr/ggfestival/,,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,36.15755616,127.0098062,2019-09-26
논산딸기축제,논산시 대교하상주차장,2019-03-20,2019-03-24,논산딸기 우수성 홍보,논산딸기축제추진위원회,충청남도 논산시,논산문화원,041-746-8386,http://www.nsfestival.co.kr/,,충청남도 논산시 강변로 370,충청남도 논산시 대교동 319,36.20922889,127.0819661,2019-12-20
논산딸기축제,논산시 대교하상주차장,2019-03-20,2019-03-24,논산딸기 우수성 홍보,논산딸기축제추진위원회,충청남도 논산시,논산문화원등,041-746-8386,http://www.nonsan.go.kr/nsfestival,,충청남도 논산시 강변로 370,충청남도 논산시 대교동 319,36.20922889,127.0819869,2019-09-26
논산대둔산철쭉제,벌곡면 대둔산주차장 및 월성봉,2019-04-26,2019-05-05,등산객 및 관광객들에게 산철쭉의 화사한 봄의 비경 선사,벌곡면주민자치회,충청남도 논산시,,041-746-8762,,,충청남도 논산시 벌곡면 수락계곡길 109-3,충청남도 논산시 벌곡면 수락리 산27,36.15468452,127.3091766,2019-12-20
